,loss,accuracy,val_loss,val_accuracy,lr
0,0.5837563872337341,0.7853037714958191,0.6143198013305664,0.791208803653717,5e-05
1,0.5606674551963806,0.7869458198547363,0.5202470421791077,0.8159340620040894,5e-05
2,0.5762836337089539,0.7898193597793579,0.5364184975624084,0.8021978139877319,5e-05
3,0.5584327578544617,0.7943349480628967,0.5390142798423767,0.8214285969734192,5e-05
4,0.5409374833106995,0.8017241358757019,0.5352118611335754,0.8214285969734192,5e-05
5,0.528907060623169,0.8004925847053528,0.5215128660202026,0.7857142686843872,5e-05
6,0.536077082157135,0.8041871786117554,0.5761871933937073,0.7857142686843872,5e-05
7,0.5024231672286987,0.8136289119720459,0.5297370553016663,0.7939560413360596,5e-05
8,0.46457624435424805,0.8325123190879822,0.45657819509506226,0.848901093006134,2.5e-05
9,0.43377068638801575,0.8366174101829529,0.43054673075675964,0.8461538553237915,2.5e-05
10,0.41932669281959534,0.8456485867500305,0.4374074339866638,0.843406617641449,2.5e-05
11,0.4300638735294342,0.8440065383911133,0.43005529046058655,0.8461538553237915,2.5e-05
12,0.4216453433036804,0.8419540524482727,0.4188387095928192,0.8461538553237915,2.5e-05
13,0.396806925535202,0.8567323684692383,0.4835246205329895,0.8351648449897766,1.25e-05
14,0.38859987258911133,0.8538587689399719,0.4209919273853302,0.848901093006134,1.25e-05
15,0.3700515031814575,0.8743842244148254,0.4175609052181244,0.8543956279754639,1.25e-05
16,0.377908319234848,0.8620689511299133,0.40993666648864746,0.848901093006134,1.25e-05
17,0.3599412143230438,0.8739737272262573,0.43481674790382385,0.8461538553237915,1.25e-05
18,0.3628999888896942,0.871921181678772,0.40577736496925354,0.8543956279754639,1.25e-05
19,0.37266382575035095,0.8624794483184814,0.43575939536094666,0.8516483306884766,1.25e-05
20,0.3530605733394623,0.8727421760559082,0.42167928814888,0.8543956279754639,6.25e-06
21,0.34419241547584534,0.8731527328491211,0.4138804078102112,0.848901093006134,6.25e-06
22,0.35910964012145996,0.8727421760559082,0.42412069439888,0.843406617641449,6.25e-06
23,0.3419567942619324,0.8788998126983643,0.4211333692073822,0.848901093006134,6.25e-06
24,0.33780637383461,0.8776683211326599,0.4141121208667755,0.8461538553237915,3.125e-06
25,0.3275738060474396,0.8850574493408203,0.41806936264038086,0.8516483306884766,3.125e-06
26,0.33399051427841187,0.8727421760559082,0.41677576303482056,0.848901093006134,3.125e-06
27,0.3313349485397339,0.8825944066047668,0.4186268150806427,0.8406593203544617,3.125e-06
28,0.326366126537323,0.8895730972290039,0.4176413118839264,0.843406617641449,1.5625e-06
29,0.35149824619293213,0.8772578239440918,0.412483811378479,0.848901093006134,1.5625e-06
